Carimbo de data/hora,TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO (TCLE),Informe seu vínculo com o curso de curso não informado do(a) Projeto 2:,Sexo:,Faixa etária:,Tempo de atuação/vínculo com o curso de curso não informado do(a) Projeto 2:,Causa da evasão: [C02. Baixo desempenho acadêmico: reprovações sucessivas, notas baixas, retenção, fracasso nas avaliações.],Causa da evasão: [C03. Conflito entre trabalho e estudo: necessidade de trabalhar, incompatibilidade de horários, cansaço, falta de licença do empregador.],Causa da evasão: [C04. Deficiência na formação básica anterior: lacunas do Ensino Médio/Fundamental, falta de conhecimentos básicos.],Causa da evasão: [C05. Dificuldades de aprendizagem e competências individuais: hábitos de estudo, gestão do tempo, autonomia, habilidades cognitivas.],Causa da evasão: [C09. Falta de motivação e expectativas frustradas: desencanto, falta de perspectiva, expectativas irreais sobre o curso/instituição.],Causa da evasão: [C12. Infraestrutura e gestão institucional deficientes: burocracia, falta de apoio/suporte, falhas de comunicação, precariedade física/tecnológica.],Causa da evasão: [C16. Problemas de saúde física e mental: estresse, ansiedade, depressão, esgotamento emocional.],Causa da evasão: [C17. Questões didático-pedagógicas e curriculares: currículo desatualizado/rígido, metodologia de ensino, carga horária excessiva.]
16/03/2026 04:45:01,Li e concordo em participar,Docentes,Feminino,40 anos ou mais,Mais de 10 anos,4,4,3,5,3,3,3,5
16/03/2026 04:46:33,Li e concordo em participar,Docentes,Feminino,25 a 29 anos,De 2 a 5 anos,4,4,4,4,4,3,3,5
16/03/2026 04:47:42,Li e concordo em participar,Docentes,Masculino,40 anos ou mais,Mais de 10 anos,5,4,3,4,3,3,4,4
16/03/2026 04:48:48,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,De 6 a 10 anos,4,4,3,4,4,4,5,4
16/03/2026 04:49:44,Li e concordo em participar,Docentes,Masculino,25 a 29 anos,De 6 a 10 anos,4,3,4,3,4,3,4,5
16/03/2026 04:50:28,Li e concordo em participar,Docentes,Feminino,40 anos ou mais,De 6 a 10 anos,4,4,4,4,4,4,5,4
16/03/2026 04:51:42,Li e concordo em participar,Docentes,Masculino,40 anos ou mais,De 6 a 10 anos,3,4,4,4,4,4,4,4
16/03/2026 04:53:13,Li e concordo em participar,Docentes,Masculino,30 a 39 anos,De 2 a 5 anos,4,4,3,3,4,3,4,4
16/03/2026 04:55:12,Li e concordo em participar,Docentes,Masculino,25 a 29 anos,De 6 a 10 anos,4,4,4,4,3,3,3,4
16/03/2026 04:56:13,Li e concordo em participar,Docentes,Feminino,40 anos ou mais,De 6 a 10 anos,5,3,3,4,4,3,4,4
16/03/2026 04:57:31,Li e concordo em participar,Docentes,Feminino,40 anos ou mais,Menos de 2 anos,4,4,3,4,4,4,4,4
16/03/2026 04:59:18,Li e concordo em participar,Docentes,Prefiro não responder,30 a 39 anos,Menos de 2 anos,4,3,4,3,4,4,4,4
16/03/2026 05:01:07,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,De 6 a 10 anos,3,4,4,4,4,4,3,4
16/03/2026 05:01:49,Li e concordo em participar,Docentes,Masculino,40 anos ou mais,De 6 a 10 anos,4,4,4,4,4,3,4,5
16/03/2026 05:03:40,Li e concordo em participar,Docentes,Feminino,25 a 29 anos,Menos de 2 anos,4,4,4,4,3,3,3,4
16/03/2026 05:04:54,Li e concordo em participar,Docentes,Masculino,40 anos ou mais,Mais de 10 anos,4,3,4,3,4,3,5,5
16/03/2026 05:06:18,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,Mais de 10 anos,4,3,4,4,4,3,4,5
16/03/2026 05:08:10,Li e concordo em participar,Docentes,Masculino,40 anos ou mais,Mais de 10 anos,5,4,4,4,3,4,3,5
16/03/2026 05:10:19,Li e concordo em participar,Docentes,Prefiro não responder,30 a 39 anos,De 6 a 10 anos,4,4,3,4,3,3,4,4
16/03/2026 05:11:25,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,Mais de 10 anos,4,4,4,5,4,3,3,4
16/03/2026 05:12:09,Li e concordo em participar,Docentes,Prefiro não responder,30 a 39 anos,De 2 a 5 anos,3,3,5,5,4,4,4,4
16/03/2026 05:14:16,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,Menos de 2 anos,4,4,4,4,3,3,4,5
16/03/2026 05:15:11,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,Menos de 2 anos,3,3,5,5,4,3,4,5
16/03/2026 05:16:27,Li e concordo em participar,Docentes,Prefiro não responder,40 anos ou mais,Menos de 2 anos,4,4,4,4,3,3,4,5
16/03/2026 05:17:41,Li e concordo em participar,Docentes,Masculino,30 a 39 anos,Menos de 2 anos,4,3,4,5,4,3,5,3
16/03/2026 05:19:28,Li e concordo em participar,Docentes,Prefiro não responder,40 anos ou mais,Mais de 10 anos,5,4,4,5,3,4,4,4
16/03/2026 05:20:33,Li e concordo em participar,Docentes,Masculino,30 a 39 anos,De 2 a 5 anos,4,4,4,3,3,3,4,5
16/03/2026 05:22:04,Li e concordo em participar,Docentes,Prefiro não responder,40 anos ou mais,De 6 a 10 anos,4,3,4,5,4,3,3,4
16/03/2026 05:24:01,Li e concordo em participar,Docentes,Prefiro não responder,40 anos ou mais,De 6 a 10 anos,4,4,4,4,4,3,4,4
16/03/2026 05:26:08,Li e concordo em participar,Docentes,Feminino,30 a 39 anos,De 6 a 10 anos,3,4,4,4,3,3,3,5
16/03/2026 04:45:01,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,De 2 a 5 anos,4,5,3,4,4,3,4,4
16/03/2026 04:45:49,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,Menos de 2 anos,4,4,3,4,4,4,4,4
16/03/2026 04:46:38,Li e concordo em participar,Discentes,Prefiro não responder,30 a 39 anos,Menos de 2 anos,4,4,4,5,5,4,4,4
16/03/2026 04:48:31,Li e concordo em participar,Discentes,Feminino,Menos de 20 anos,De 6 a 10 anos,4,4,3,4,5,4,4,3
16/03/2026 04:49:35,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,Menos de 2 anos,4,5,4,4,5,3,4,4
16/03/2026 04:51:29,Li e concordo em participar,Discentes,Masculino,30 a 39 anos,Menos de 2 anos,3,5,4,4,4,3,4,4
16/03/2026 04:53:33,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,Menos de 2 anos,4,5,3,4,4,4,5,3
16/03/2026 04:55:13,Li e concordo em participar,Discentes,Masculino,Menos de 20 anos,De 6 a 10 anos,4,4,4,3,5,3,4,4
16/03/2026 04:56:01,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,De 6 a 10 anos,3,4,4,3,4,4,4,4
16/03/2026 04:56:52,Li e concordo em participar,Discentes,Prefiro não responder,25 a 29 anos,Menos de 2 anos,4,4,3,3,4,3,4,4
16/03/2026 04:58:21,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,3,4,4,4,4,3,5,3
16/03/2026 04:59:07,Li e concordo em participar,Discentes,Feminino,30 a 39 anos,Menos de 2 anos,3,5,3,5,4,4,5,3
16/03/2026 05:00:08,Li e concordo em participar,Discentes,Masculino,30 a 39 anos,Menos de 2 anos,3,5,4,4,5,3,4,4
16/03/2026 05:01:50,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,De 6 a 10 anos,4,5,3,4,5,3,5,3
16/03/2026 05:02:54,Li e concordo em participar,Discentes,Prefiro não responder,Menos de 20 anos,De 6 a 10 anos,3,5,3,4,5,3,4,4
16/03/2026 05:03:58,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,Menos de 2 anos,3,5,4,3,5,3,5,4
16/03/2026 05:06:01,Li e concordo em participar,Discentes,Feminino,Menos de 20 anos,De 2 a 5 anos,4,5,3,4,5,3,4,4
16/03/2026 05:08:01,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,De 6 a 10 anos,4,5,4,4,4,4,5,3
16/03/2026 05:09:40,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,De 2 a 5 anos,5,5,4,4,4,3,5,5
16/03/2026 05:11:12,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,De 6 a 10 anos,3,5,3,4,4,4,4,4
16/03/2026 05:12:05,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,4,4,3,5,5,4,5,4
16/03/2026 05:13:24,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,De 2 a 5 anos,4,4,3,4,5,3,4,4
16/03/2026 05:15:26,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,De 6 a 10 anos,4,5,4,4,4,2,4,3
16/03/2026 05:17:13,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,De 6 a 10 anos,3,5,3,4,5,4,4,4
16/03/2026 05:18:53,Li e concordo em participar,Discentes,Masculino,30 a 39 anos,Menos de 2 anos,4,4,3,5,4,4,4,4
16/03/2026 05:19:35,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,4,4,3,4,4,3,4,4
16/03/2026 05:20:13,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,3,5,4,5,4,3,4,4
16/03/2026 05:22:12,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,4,5,3,5,4,3,5,4
16/03/2026 05:24:03,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,De 2 a 5 anos,4,4,3,3,4,3,4,4
16/03/2026 05:25:54,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,De 2 a 5 anos,3,4,3,4,4,4,4,4
16/03/2026 05:27:41,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,De 2 a 5 anos,3,4,3,4,4,3,4,3
16/03/2026 05:29:31,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,Menos de 2 anos,3,5,3,4,4,4,5,3
16/03/2026 05:31:26,Li e concordo em participar,Discentes,Feminino,30 a 39 anos,De 2 a 5 anos,4,5,4,3,5,3,5,3
16/03/2026 05:32:28,Li e concordo em participar,Discentes,Feminino,Menos de 20 anos,Menos de 2 anos,3,5,4,4,4,3,5,3
16/03/2026 05:33:23,Li e concordo em participar,Discentes,Masculino,30 a 39 anos,Menos de 2 anos,4,5,4,4,4,4,5,4
16/03/2026 05:34:16,Li e concordo em participar,Discentes,Feminino,30 a 39 anos,De 6 a 10 anos,4,4,3,3,4,3,4,4
16/03/2026 05:36:10,Li e concordo em participar,Discentes,Masculino,Menos de 20 anos,De 6 a 10 anos,3,4,3,3,5,4,5,4
16/03/2026 05:37:33,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,Menos de 2 anos,4,4,4,4,5,3,4,4
16/03/2026 05:39:06,Li e concordo em participar,Discentes,Prefiro não responder,25 a 29 anos,De 6 a 10 anos,3,4,4,3,4,3,4,3
16/03/2026 05:40:54,Li e concordo em participar,Discentes,Prefiro não responder,25 a 29 anos,De 6 a 10 anos,4,5,4,4,5,3,4,3
16/03/2026 05:42:59,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,De 6 a 10 anos,3,4,3,3,4,3,4,3
16/03/2026 05:44:22,Li e concordo em participar,Discentes,Feminino,Menos de 20 anos,Menos de 2 anos,4,5,3,4,4,3,4,4
16/03/2026 05:45:31,Li e concordo em participar,Discentes,Prefiro não responder,Menos de 20 anos,De 6 a 10 anos,4,5,4,3,5,3,4,3
16/03/2026 05:47:22,Li e concordo em participar,Discentes,Prefiro não responder,25 a 29 anos,De 6 a 10 anos,4,4,3,4,5,4,4,4
16/03/2026 05:48:54,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,Menos de 2 anos,4,4,4,4,5,3,4,4
16/03/2026 05:49:49,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,De 2 a 5 anos,3,4,3,4,4,4,4,4
16/03/2026 05:51:45,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,Menos de 2 anos,4,5,4,4,4,3,4,3
16/03/2026 05:52:36,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,De 2 a 5 anos,4,4,3,4,4,3,5,4
16/03/2026 05:53:52,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,De 2 a 5 anos,3,5,3,4,4,4,4,4
16/03/2026 05:55:12,Li e concordo em participar,Discentes,Masculino,30 a 39 anos,De 2 a 5 anos,3,4,3,4,4,3,4,4
16/03/2026 05:56:57,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,De 2 a 5 anos,3,5,3,4,5,3,5,5
16/03/2026 05:58:27,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,De 2 a 5 anos,3,5,3,3,4,4,4,3
16/03/2026 05:59:33,Li e concordo em participar,Discentes,Masculino,20 a 24 anos,Menos de 2 anos,4,4,3,5,4,3,5,3
16/03/2026 06:00:52,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,Menos de 2 anos,3,5,4,4,5,2,4,4
16/03/2026 06:02:24,Li e concordo em participar,Discentes,Feminino,20 a 24 anos,Menos de 2 anos,3,4,4,5,5,2,4,4
16/03/2026 06:03:30,Li e concordo em participar,Discentes,Feminino,25 a 29 anos,De 2 a 5 anos,4,5,4,4,4,3,4,4
16/03/2026 06:05:28,Li e concordo em participar,Discentes,Prefiro não responder,Menos de 20 anos,Menos de 2 anos,3,5,3,4,5,3,5,4
16/03/2026 06:07:00,Li e concordo em participar,Discentes,Prefiro não responder,25 a 29 anos,De 6 a 10 anos,3,4,3,4,4,3,5,3
16/03/2026 06:07:40,Li e concordo em participar,Discentes,Prefiro não responder,20 a 24 anos,Menos de 2 anos,3,4,4,4,4,3,5,4
16/03/2026 06:08:36,Li e concordo em participar,Discentes,Masculino,25 a 29 anos,Menos de 2 anos,4,4,4,4,4,3,4,4
